Date;Projet;Description;Temps (en heure);Tâche (pas obligatoire)
2022-01-31;BIVC;Réunion;2;Autodiagnostic
2022-01-31;BIVC;Projet;7;Autodiagnostic
2022-01-31;BIVC;Autodiag réunion + adminsys;3,5;Autodiagnostic
2022-01-31;AVA;TMA;3,5;TMA
2022-01-31;AVA;Assistance / Demande;1,5;TMA
2022-01-31;Aurouze;tma;3;TMA
2022-01-31;Aurouze;TMA;3,5;TMA
2022-01-31;Aurouze;Reprise de données AHRB;14;AHRB Import
2022-01-31;Aurouze;Assistance / Demande;2,5;AHRB Import
2022-01-31;Aurouze;Assistance / Demande;0,5;TMA
2022-01-31;AMVM;Contrats;7;Avant vente
2022-01-12;VinsIGP;Demande;2;TMA
2022-01-04;Aurouze;Développement;14,0;TMA
2021-12-31;VinsIGP;Validation DR;32,5;Forfait
2021-12-31;VinsIGP;TMA facturation / drev;13;TMA
2021-12-31;VinsIGP;Direction technique;21;Forfait
2021-12-31;VinsIGP;Developpement;45,5;Forfait
2021-12-31;VinsIGP;Corrections, Améliorations et maintenance;14;TMA
2021-12-31;VinsIGP;Assistance / Demande;10,5;TMA
2021-12-31;VINSI;Direction technique;7;Vinsi TMA DT
2021-12-31;VINSI;Conseil DRev;7;TMA Conseil
2021-12-31;VINSI;Assistance / Demande;3,5;TMA
2021-12-31;Tuenet;TMA;1;TMA
2021-12-31;Tuenet;Assistance / Demande;3,5;TMA
2021-12-31;Prodimmo;Amélioration de l'outils de téléphone;2;Outils interne
2021-12-31;PlateauUrbain;TMA CM;11;CommuneMesure
2021-12-31;PlateauUrbain;Mise en prod;7;Plateforme
2021-12-31;PlateauUrbain;Direction technique;7;Plateforme
2021-12-31;ODGRhone;TMA;3,5;TMA
2021-12-31;ODGRhone;Direction technique;3,5;TMA
2021-12-31;ODGProvence;Direction technique;3,5;TMA
2021-12-31;ODGNantes;Direction technique;3,5;TMA
2021-12-31;NathanMode;Evolutions;3,5;Calendrier
2021-12-31;IVSO;Petites corrections;1,5;TMA
2021-12-31;IVBD;Direction technique;3,5;TMA
2021-12-31;IVBD;Assistance / Demande;3,5;TMA
2021-12-31;DeclarVins;TMA;1;TMA
2021-12-31;DeclarVins;Assistance / Demande;21;TMA
2021-12-31;CNIV;Direction technique;3,5;TMA
2021-12-31;CIVA;TMA;3,5;TMA
2021-12-31;CIVA;Facturation;7;Facturation
2021-12-31;CIVA;Facturation;3,5;Facturation
2021-12-31;CIVA;DR, Contrats;17,5;TMA
2021-12-31;CIVA;Direction technique;3,5;TMA
2021-12-31;CIVA;Assistance / Demande;3,5;TMA
2021-12-31;BIVC;Réunion;2;Autodiagnostic
2021-12-31;BIVC;Projet;28;Autodiagnostic
2021-12-31;BIVC;Direction technique;3,5;TMA
2021-12-31;BIVC;Autodiagnostic;44;Autodiagnostic
2021-12-31;AVA;TMA;4;TMA
2021-12-31;AVA;TMA;3;TMA
2021-12-31;Aurouze;TMA;3;TMA
2021-12-31;Aurouze;Reprise de données AHRB;21;AHRB Import
2021-12-31;Aurouze;Assistance / Demande;3,5;TMA
2021-12-21;Aurouze;Développement;14,0;TMA
2021-11-31;VINSI;TMA;6,5;TMA
2021-11-31;VinsIGP;Developpement;30,5;Forfait
2021-11-31;VINSI;Conseil;1;Conseil
2021-11-31;PlateauUrbain;Dev commune mesure;4;CommuneMesure
2021-11-31;ODGProvence;TMA;3;TMA
2021-11-31;Juricaf;Dev judilibre;14;Judilibre
2021-11-31;IVBD;TMA;1;TMA
2021-11-31;BIVC;réunion fin de sprint autodiagnostic;2;Autodiagnostic
2021-11-31;BIVC;Dev autodiagnostic;16;Autodiagnostic
2021-11-31;AVA;TMA;1;TMA
2021-11-30;VINSI;TMA;3,5;TMA
2021-11-30;VinsIGP;Direction technique;17,5;Forfait
2021-11-30;VinsIGP;Developpement;21;Forfait
2021-11-30;VinsIGP;Assistance / Demande et validation DR;7;TMA
2021-11-30;VinsIGP;Assistance / Demande et validation DR;28;TMA
2021-11-30;VinsIGP;Assistance / Demande;17,5;Forfait
2021-11-30;VINSI;Direction technique;3,5;Vinsi TMA DT
2021-11-30;VINSI;Direction technique;3,5;Vinsi Conseil DT
2021-11-30;VINSI;Conseil DRev;7;TMA Conseil
2021-11-30;VINSI;Assistance / Demande;1,5;TMA
2021-11-30;Prodimmo;Signature de PDF;21;Outils interne
2021-11-30;ODGRhone;Direction technique;3,5;TMA DT
2021-11-30;ODGRhone;Adaptation DRev et TMA;7;TMA
2021-11-30;ODGProvence;Direction technique;10,5;Projet FranceAgriMer
2021-11-30;IVSO;Petites corrections, TMA;1,5;TMA
2021-11-30;IVSO;Assistance / Demande;0,5;TMA
2021-11-30;IVSE;Facturation;7;Facturation
2021-11-30;IVBD;Assistance / Demande;1;TMA
2021-11-30;DeclarVins;Optimisation couchdb;3,5;TMA
2021-11-30;DeclarVins;Assistance / Demande;31,5;TMA
2021-11-30;CNIV;Direction technique;3,5;TMA DT
2021-11-30;CIVP;Projet;7;Calendrier
2021-11-30;CIVA;Facturation;17,5;Facturation
2021-11-30;CIVA;Facturation;14;Facturation
2021-11-30;CIVA;Évolutions DR et TMA;28;TMA
2021-11-30;CIVA;Assistance / Demande;3,5;TMA
2021-11-30;BIVC;TMA;7;TMA
2021-11-30;BIVC;Projet;7;Autodiagnostic
2021-11-30;BIVC;Projet;17,5;Autodiagnostic
2021-11-30;BIVC;Direction technique;3,5;TMA DT
2021-11-30;Aurouze;Réunion, petitesévolutions, TMA;3,5;TMA
2021-11-30;Aurouze;Assistance / Demande;14;TMA
2021-11-18;PlateauUrbain;Barre de Menu;0,5;CommuneMesure
2021-11-18;Juricaf;Développement et Correction BDD;2;Forfait
2021-11-16;Aurouze;Développement;15;TMA
2021-10-31;VINSI;TMA;3,5;TMA
2021-10-31;VINSI;Réponses demandes;3;Conseil
2021-10-31;VinsIGP;Stats, et corrections;31,5;Forfait
2021-10-31;VinsIGP;Reunion;3;Forfait
2021-10-31;VinsIGP;Réunion;3,5;Forfait
2021-10-31;VinsIGP;mini sprint fact. var + TMA;28;TMA
2021-10-31;VinsIGP;Direction technique;14;Forfait
2021-10-31;VinsIGP;Assistance / Demande;24,5;TMA
2021-10-31;VINSI;Direction technique;3,5;Vinsi Conseil DT
2021-10-31;VINSI;Direction technique;10,5;Vinsi TMA DT
2021-10-31;VINSI;Assistance / Demande;3,5;TMA
2021-10-31;Prodimmo;TMA;31,5;Outils interne
2021-10-31;PlateauUrbain;Petites evol;3;CommuneMesure
2021-10-31;ODGRhone;Direction technique;10,5;Certipaq
2021-10-31;ODGProvence;HVE;3,5;TMA
2021-10-31;ODGProvence;Direction technique;7;TMA DT
2021-10-31;Juricaf;Direction technique TMA et admin sys;3,5;TMA
2021-10-31;IVSO;Assistance / Demande;3,5;TMA
2021-10-31;IVSE;Facturation;7;Facturation
2021-10-31;IVBD;Direction technique;3,5;TMA DT
2021-10-31;IVBD;Assistance / Demande;1,5;TMA
2021-10-31;IGPMed;Statistiques;28;Forfait
2021-10-31;IGPAlpes;Direction technique;3,5;TMA DT
2021-10-31;DeclarVins;Assistance / Demande;14;TMA
2021-10-31;CIVA;XML DS, DRM, Récolte, BI, Réunion;35;TMA
2021-10-31;CIVA;Petite TMA;1;TMA
2021-10-31;CIVA;Direction technique;7;TMA DT
2021-10-31;CIVA;Assistance / Demande;2;TMA
2021-10-31;BIVC;TMA DRM;1,5;TMA
2021-10-31;BIVC;Style login + app;17,5;TMA
2021-10-31;BIVC;Projet;7;Autodiagnostic
2021-10-31;BIVC;Projet;14;Autodiagnostic
2021-10-31;BIVC;Assistance / Demande;7;TMA
2021-10-31;AVA;TMA;4;TMA
2021-10-31;AVA;TMA;3,5;TMA
2021-10-31;AVA;Réunion;1;Réunion
2021-10-31;AVA;Direction technique;3,5;TMA DT
2021-10-31;AVA;Dév et réunion;21,0;Dégustation crémant
2021-10-31;AVA;Assistance / Demande;1,5;TMA
2021-10-31;AVA;Affectation Parcellaire;17,5;TMA
2021-10-31;Aurouze;TMA;2;TMA
2021-10-31;Aurouze;TMA;2,0;TMA
2021-10-21;Aurouze;Développement;20,0;TMA
2021-10-18;Juricaf;Développement et Correction BDD;7,0;Forfait
2021-09-30;VINSI;TMA;14,0;TMA
2021-09-30;VinsIGP;Stats, et corrections;35;Forfait
2021-09-30;VinsIGP;Stats;7,0;Forfait
2021-09-30;VinsIGP;Direction technique;14;Forfait
2021-09-30;VinsIGP;Assistance / Demande;17,5;Forfait
2021-09-30;VINSI;Direction technique;17,5;Vinsi TMA DT
2021-09-30;PlateauUrbain;Mise en prod commune mesure;78,5;CommuneMesure
2021-09-30;PlateauUrbain;Commune mesure;10,5;CommuneMesure
2021-09-30;ODGRhone;TMA;7;TMA
2021-09-30;ODGRhone;Direction technique;14;Certipaq
2021-09-30;ODGRhone;Dév;7;Métabase
2021-09-30;ODGProvence;Reconduction des affectations parcellaires et corrections;7,0;TMA
2021-09-30;ODGNantes;Direction technique;3,5;TMA DT
2021-09-30;Juricaf;Direction technique TMA et admin sys;7;TMA
2021-09-30;IVSO;Stats;4;TMA
2021-09-30;IVSO;Label HVE;3,5;TMA
2021-09-30;IVSO;Contrat de moût, démarré par un producteur et TMA;17,5;TMA
2021-09-30;IVSE;Facturation;45,5;Facturation
2021-09-30;IVSE;Dév;7,0;Facturation
2021-09-30;IVBD;Bouton chgt date saisie;4;TMA
2021-09-30;IVBD;Améliorations et TMA;3,5;TMA
2021-09-30;IR;DAE TMA;10,5;TMA
2021-09-30;DeclarVins;Assistance / Demande;21;TMA
2021-09-30;CIVA;TMA DS, tiers et DRM;31,5;TMA
2021-09-30;CIVA;TMA;1,5;TMA
2021-09-30;CIVA;Assistance / Demande;0,5;TMA
2021-09-30;BIVC;TMA;3,5;TMA
2021-09-30;BIVC;Reunion riviere;3,5;Autodiagnostic
2021-09-30;BIVC;Proposition nouveau design;3,5;TMA
2021-09-30;BIVC;Direction technique Réunion et Compte rendu;7;Autodiagnostic
2021-09-30;BIVC;Direction technique;3,5;TMA DT
2021-09-30;AVA;TMA;1;TMA
2021-09-30;AVA;Direction technique;3,5;TMA DT
2021-09-30;AVA;Dév;21;Dégustation crémant
2021-09-30;AVA;Conf de rendement 2021;3,5;TMA
2021-09-30;Aurouze;TMA Tuenet;0,5;TMA
2021-09-30;Aurouze;TMA;1;TMA
2021-09-30;Aurouze;TMA;1,5;TMA
2021-08-31;VinsIGP;Facturation drome;3;Forfait
2021-08-31;VinsIGP;Export de données;14;Forfait
2021-08-31;VinsIGP;Direction technique;14;Forfait
2021-08-31;VinsIGP;Assistance / Demande;10;Forfait
2021-08-31;VINSI;Direction technique;7;TMA DT
2021-08-31;PU;Direction technique;10,5;CommuneMesure
2021-08-31;PlateauUrbain;Plateforme web;16;Plateforme
2021-08-31;PlateauUrbain;Commune Mesure dernier sprint;22,5;CommuneMesure
2021-08-31;ODGRhone;Direction technique;3,5;Admin sys
2021-08-31;ODGRhone;Developpement Metabase + Stats;7;Metabase
2021-08-31;Juricaf;Direction technique;7;TMA + adminsys
2021-08-31;IVBD;TMA;2,5;TMA
2021-08-31;IVBD;TMA;1;TMA
2021-08-31;ENVA;Migration GLPI;14;Intervention
2021-08-31;DeclarVins;Direction technique;2;TMA DT
2021-08-31;DeclarVins;Assistance / Demande;7;TMA
2021-08-31;CNIV;Direction technique;3,5;TMA DT
2021-08-31;CIVP;VracExport;14;VracExport
2021-08-31;CIVP;DS;4;DS
2021-08-31;CIVP;Direction technique;1,5;DS
2021-08-31;CIVP;Calendrier;7;Calendrier
2021-08-31;CIVA;TMA DS et DRM;7;TMA
2021-08-31;CIVA;TMA;2;TMA
2021-08-31;CIVA;Direction technique;3,5;TMA DT
2021-08-31;CIVA;Assistance / Demande;2;TMA
2021-08-31;BIVC;Direction technique;3,5;TMA DT
2021-08-31;AVA;Direction technique;3,5;TMA DT
2021-08-31;AVA;Affectation Parcellaire;18,5;Parcellaire
2021-08-31;Aurouze;TMA;2;TMA Tuenet
2021-08-31;Aurouze;TMA;1;TMA
2021-08-27;PlateauUrbain;Import;1;Import
2021-08-19;ODGRhone;Developpements;7;Metabase
2021-08-13;DeclarVins;TMA;2;TMA
2021-08-02;VinsIGP;Developpements;25;Forfait
2021-07-31;VINSI;Relecture de la reformulation et de la proposition;0,75;Conseil
